,statement,status
40055,want to stay in bed all day,Depression
40056,feeling empty inside,Depression
40057,want to stay in bed all day,Depression
40058,tired even after sleep,Depression
40059,hard to smile lately,Depression
40060,everything feels pointless,Depression
40061,tired even after sleep,Depression
40062,feeling empty inside,Depression
40063,no appetite to eat,Depression
40064,want to stay in bed all day,Depression
40065,no appetite to eat,Depression
40066,don't enjoy things anymore,Depression
40067,everything feels heavy,Depression
40068,no appetite to eat,Depression
40069,feeling empty inside,Depression
40070,hard to smile lately,Depression
40071,hard to smile lately,Depression
40072,no motivation to get up,Depression
40073,everything feels pointless,Depression
40074,hard to smile lately,Depression
40075,feeling empty inside,Depression
40076,hard to smile lately,Depression
40077,everything feels heavy,Depression
40078,don't enjoy things anymore,Depression
40079,no appetite to eat,Depression
40080,everything feels pointless,Depression
40081,hard to smile lately,Depression
40082,tired even after sleep,Depression
40083,everything feels heavy,Depression
40084,no appetite to eat,Depression
40085,feeling low and withdrawn,Depression
40086,feeling empty inside,Depression
40087,don't enjoy things anymore,Depression
40088,everything feels heavy,Depression
40089,everything feels heavy,Depression
40090,no appetite to eat,Depression
40091,no motivation to get up,Depression
40092,no motivation to get up,Depression
40093,no motivation to get up,Depression
40094,tired even after sleep,Depression
40095,hard to smile lately,Depression
40096,everything feels heavy,Depression
40097,want to stay in bed all day,Depression
40098,hard to smile lately,Depression
40099,feeling low and withdrawn,Depression
40100,everything feels pointless,Depression
40101,no appetite to eat,Depression
40102,tired even after sleep,Depression
40103,no appetite to eat,Depression
40104,no appetite to eat,Depression
40105,everything feels heavy,Depression
40106,no appetite to eat,Depression
40107,feeling low and withdrawn,Depression
40108,no appetite to eat,Depression
40109,don't enjoy things anymore,Depression
40110,tired even after sleep,Depression
40111,don't enjoy things anymore,Depression
40112,don't enjoy things anymore,Depression
40113,no appetite to eat,Depression
40114,hard to smile lately,Depression
40115,everything feels heavy,Depression
40116,everything feels heavy,Depression
40117,no appetite to eat,Depression
40118,everything feels pointless,Depression
40119,feeling low and withdrawn,Depression
40120,everything feels heavy,Depression
40121,everything feels heavy,Depression
40122,want to stay in bed all day,Depression
40123,hard to smile lately,Depression
40124,feeling empty inside,Depression
40125,feeling empty inside,Depression
40126,no motivation to get up,Depression
40127,feeling empty inside,Depression
40128,don't enjoy things anymore,Depression
40129,feeling empty inside,Depression
40130,tired even after sleep,Depression
40131,everything feels heavy,Depression
40132,don't enjoy things anymore,Depression
40133,don't enjoy things anymore,Depression
40134,no appetite to eat,Depression
40135,want to stay in bed all day,Depression
40136,everything feels heavy,Depression
40137,tired even after sleep,Depression
40138,hard to smile lately,Depression
40139,everything feels pointless,Depression
40140,feeling low and withdrawn,Depression
40141,everything feels heavy,Depression
40142,don't enjoy things anymore,Depression
40143,don't enjoy things anymore,Depression
40144,want to stay in bed all day,Depression
40145,no motivation to get up,Depression
40146,tired even after sleep,Depression
40147,feeling low and withdrawn,Depression
40148,no motivation to get up,Depression
40149,everything feels pointless,Depression
40150,hard to smile lately,Depression
40151,hard to smile lately,Depression
40152,everything feels pointless,Depression
40153,want to stay in bed all day,Depression
40154,tired even after sleep,Depression
40155,want to stay in bed all day,Depression
40156,tired even after sleep,Depression
40157,want to stay in bed all day,Depression
40158,tired even after sleep,Depression
40159,feeling empty inside,Depression
40160,no appetite to eat,Depression
40161,feeling empty inside,Depression
40162,hard to smile lately,Depression
40163,want to stay in bed all day,Depression
40164,don't enjoy things anymore,Depression
40165,feeling low and withdrawn,Depression
40166,no motivation to get up,Depression
40167,everything feels pointless,Depression
40168,want to stay in bed all day,Depression
40169,everything feels pointless,Depression
40170,tired even after sleep,Depression
40171,everything feels pointless,Depression
40172,everything feels pointless,Depression
40173,feeling empty inside,Depression
40174,tired even after sleep,Depression
40175,hard to smile lately,Depression
40176,everything feels pointless,Depression
40177,feeling empty inside,Depression
40178,don't enjoy things anymore,Depression
40179,no motivation to get up,Depression
40180,hard to smile lately,Depression
40181,everything feels pointless,Depression
40182,everything feels pointless,Depression
40183,feeling low and withdrawn,Depression
40184,feeling empty inside,Depression
40185,everything feels pointless,Depression
40186,don't enjoy things anymore,Depression
40187,feeling low and withdrawn,Depression
40188,no motivation to get up,Depression
40189,no motivation to get up,Depression
40190,don't enjoy things anymore,Depression
40191,don't enjoy things anymore,Depression
40192,want to stay in bed all day,Depression
40193,no motivation to get up,Depression
40194,don't enjoy things anymore,Depression
40195,tired even after sleep,Depression
40196,everything feels heavy,Depression
40197,no appetite to eat,Depression
40198,everything feels heavy,Depression
40199,everything feels heavy,Depression
40200,don't enjoy things anymore,Depression
40201,tired even after sleep,Depression
40202,don't enjoy things anymore,Depression
40203,no motivation to get up,Depression
40204,no motivation to get up,Depression
40205,want to stay in bed all day,Depression
40206,everything feels heavy,Depression
40207,don't enjoy things anymore,Depression
40208,everything feels pointless,Depression
40209,want to stay in bed all day,Depression
40210,no appetite to eat,Depression
40211,everything feels pointless,Depression
40212,no motivation to get up,Depression
40213,feeling low and withdrawn,Depression
40214,no appetite to eat,Depression
40215,don't enjoy things anymore,Depression
40216,everything feels pointless,Depression
40217,everything feels pointless,Depression
40218,everything feels pointless,Depression
40219,feeling empty inside,Depression
40220,hard to smile lately,Depression
40221,want to stay in bed all day,Depression
40222,no appetite to eat,Depression
40223,everything feels heavy,Depression
40224,want to stay in bed all day,Depression
40225,no appetite to eat,Depression
40226,no motivation to get up,Depression
40227,feeling empty inside,Depression
40228,everything feels heavy,Depression
40229,don't enjoy things anymore,Depression
40230,feeling low and withdrawn,Depression
40231,feeling low and withdrawn,Depression
40232,no motivation to get up,Depression
40233,everything feels pointless,Depression
40234,feeling low and withdrawn,Depression
40235,no appetite to eat,Depression
40236,no motivation to get up,Depression
40237,no motivation to get up,Depression
40238,feeling low and withdrawn,Depression
40239,no appetite to eat,Depression
40240,feeling empty inside,Depression
40241,tired even after sleep,Depression
40242,no appetite to eat,Depression
40243,feeling empty inside,Depression
40244,tired even after sleep,Depression
40245,feeling empty inside,Depression
40246,hard to smile lately,Depression
40247,no appetite to eat,Depression
40248,hard to smile lately,Depression
40249,no motivation to get up,Depression
40250,no appetite to eat,Depression
40251,feeling low and withdrawn,Depression
40252,feeling empty inside,Depression
40253,everything feels heavy,Depression
40254,want to stay in bed all day,Depression
40255,don't enjoy things anymore,Depression
40256,everything feels pointless,Depression
40257,tired even after sleep,Depression
40258,don't enjoy things anymore,Depression
40259,feeling low and withdrawn,Depression
40260,no appetite to eat,Depression
40261,hard to smile lately,Depression
40262,feeling empty inside,Depression
40263,everything feels pointless,Depression
40264,everything feels pointless,Depression
40265,feeling low and withdrawn,Depression
40266,everything feels pointless,Depression
40267,everything feels heavy,Depression
40268,feeling low and withdrawn,Depression
40269,feeling low and withdrawn,Depression
40270,tired even after sleep,Depression
40271,don't enjoy things anymore,Depression
40272,feeling low and withdrawn,Depression
40273,no motivation to get up,Depression
40274,hard to smile lately,Depression
40275,everything feels heavy,Depression
40276,no appetite to eat,Depression
40277,no appetite to eat,Depression
40278,no appetite to eat,Depression
40279,want to stay in bed all day,Depression
40280,feeling low and withdrawn,Depression
40281,everything feels heavy,Depression
40282,want to stay in bed all day,Depression
40283,everything feels heavy,Depression
40284,no motivation to get up,Depression
40285,don't enjoy things anymore,Depression
40286,tired even after sleep,Depression
40287,want to stay in bed all day,Depression
40288,no motivation to get up,Depression
40289,feeling low and withdrawn,Depression
40290,everything feels heavy,Depression
40291,everything feels heavy,Depression
40292,don't enjoy things anymore,Depression
40293,feeling empty inside,Depression
40294,feeling empty inside,Depression
40295,everything feels pointless,Depression
40296,don't enjoy things anymore,Depression
40297,no motivation to get up,Depression
40298,hard to smile lately,Depression
40299,want to stay in bed all day,Depression
40300,no appetite to eat,Depression
40301,everything feels pointless,Depression
40302,everything feels heavy,Depression
40303,tired even after sleep,Depression
40304,hard to smile lately,Depression
40305,don't enjoy things anymore,Depression
40306,don't enjoy things anymore,Depression
40307,no motivation to get up,Depression
40308,feeling empty inside,Depression
40309,tired even after sleep,Depression
40310,hard to smile lately,Depression
40311,feeling low and withdrawn,Depression
40312,everything feels heavy,Depression
40313,want to stay in bed all day,Depression
40314,feeling empty inside,Depression
40315,want to stay in bed all day,Depression
40316,feeling empty inside,Depression
40317,want to stay in bed all day,Depression
40318,want to stay in bed all day,Depression
40319,want to stay in bed all day,Depression
40320,feeling low and withdrawn,Depression
40321,hard to smile lately,Depression
40322,everything feels heavy,Depression
40323,no appetite to eat,Depression
40324,no motivation to get up,Depression
40325,everything feels pointless,Depression
40326,no appetite to eat,Depression
40327,everything feels heavy,Depression
40328,everything feels pointless,Depression
40329,no appetite to eat,Depression
40330,want to stay in bed all day,Depression
40331,feeling empty inside,Depression
40332,tired even after sleep,Depression
40333,feeling low and withdrawn,Depression
40334,everything feels pointless,Depression
40335,no motivation to get up,Depression
40336,no motivation to get up,Depression
40337,feeling empty inside,Depression
40338,hard to smile lately,Depression
40339,feeling empty inside,Depression
40340,no appetite to eat,Depression
40341,don't enjoy things anymore,Depression
40342,everything feels pointless,Depression
40343,hard to smile lately,Depression
40344,everything feels pointless,Depression
40345,no motivation to get up,Depression
40346,don't enjoy things anymore,Depression
40347,no motivation to get up,Depression
40348,no motivation to get up,Depression
40349,want to stay in bed all day,Depression
40350,hard to smile lately,Depression
40351,no appetite to eat,Depression
40352,don't enjoy things anymore,Depression
40353,hard to smile lately,Depression
40354,everything feels pointless,Depression
40355,feeling empty inside,Depression
40356,no motivation to get up,Depression
40357,no motivation to get up,Depression
40358,everything feels pointless,Depression
40359,everything feels heavy,Depression
40360,everything feels pointless,Depression
40361,feeling empty inside,Depression
40362,feeling low and withdrawn,Depression
40363,want to stay in bed all day,Depression
40364,want to stay in bed all day,Depression
40365,everything feels heavy,Depression
40366,tired even after sleep,Depression
40367,feeling low and withdrawn,Depression
40368,everything feels pointless,Depression
40369,no appetite to eat,Depression
40370,feeling empty inside,Depression
40371,tired even after sleep,Depression
40372,no appetite to eat,Depression
40373,want to stay in bed all day,Depression
40374,no appetite to eat,Depression
40375,no motivation to get up,Depression
40376,everything feels heavy,Depression
40377,hard to smile lately,Depression
40378,want to stay in bed all day,Depression
40379,hard to smile lately,Depression
40380,want to stay in bed all day,Depression
40381,want to stay in bed all day,Depression
40382,don't enjoy things anymore,Depression
40383,feeling empty inside,Depression
40384,no appetite to eat,Depression
40385,everything feels heavy,Depression
40386,feeling empty inside,Depression
40387,feeling low and withdrawn,Depression
40388,hard to smile lately,Depression
40389,no motivation to get up,Depression
40390,feeling empty inside,Depression
40391,don't enjoy things anymore,Depression
40392,feeling low and withdrawn,Depression
40393,everything feels heavy,Depression
40394,no appetite to eat,Depression
40395,don't enjoy things anymore,Depression
40396,want to stay in bed all day,Depression
40397,feeling low and withdrawn,Depression
40398,hard to smile lately,Depression
40399,no appetite to eat,Depression
40400,feeling low and withdrawn,Depression
40401,feeling low and withdrawn,Depression
40402,tired even after sleep,Depression
40403,no motivation to get up,Depression
40404,feeling empty inside,Depression
40405,no motivation to get up,Depression
40406,hard to smile lately,Depression
40407,no motivation to get up,Depression
40408,feeling low and withdrawn,Depression
40409,tired even after sleep,Depression
40410,don't enjoy things anymore,Depression
40411,hard to smile lately,Depression
40412,no motivation to get up,Depression
40413,don't enjoy things anymore,Depression
40414,everything feels pointless,Depression
40415,no motivation to get up,Depression
40416,no appetite to eat,Depression
40417,feeling empty inside,Depression
40418,don't enjoy things anymore,Depression
40419,feeling empty inside,Depression
40420,no appetite to eat,Depression
40421,want to stay in bed all day,Depression
40422,tired even after sleep,Depression
40423,hard to smile lately,Depression
40424,tired even after sleep,Depression
40425,no appetite to eat,Depression
40426,everything feels heavy,Depression
40427,feeling low and withdrawn,Depression
40428,no motivation to get up,Depression
40429,feeling low and withdrawn,Depression
40430,no motivation to get up,Depression
40431,no motivation to get up,Depression
40432,no motivation to get up,Depression
40433,tired even after sleep,Depression
40434,tired even after sleep,Depression
40435,feeling empty inside,Depression
40436,no appetite to eat,Depression
40437,everything feels heavy,Depression
40438,no motivation to get up,Depression
40439,want to stay in bed all day,Depression
40440,no motivation to get up,Depression
40441,no appetite to eat,Depression
40442,tired even after sleep,Depression
40443,no appetite to eat,Depression
40444,no motivation to get up,Depression
40445,hard to smile lately,Depression
40446,want to stay in bed all day,Depression
40447,hard to smile lately,Depression
40448,everything feels pointless,Depression
40449,no motivation to get up,Depression
40450,hard to smile lately,Depression
40451,don't enjoy things anymore,Depression
40452,hard to smile lately,Depression
40453,hard to smile lately,Depression
40454,feeling empty inside,Depression
40455,don't enjoy things anymore,Depression
40456,don't enjoy things anymore,Depression
40457,no appetite to eat,Depression
40458,everything feels pointless,Depression
40459,tired even after sleep,Depression
40460,everything feels heavy,Depression
40461,want to stay in bed all day,Depression
40462,feeling empty inside,Depression
40463,feeling low and withdrawn,Depression
40464,no motivation to get up,Depression
40465,feeling empty inside,Depression
40466,tired even after sleep,Depression
40467,everything feels heavy,Depression
40468,everything feels heavy,Depression
40469,feeling low and withdrawn,Depression
40470,no motivation to get up,Depression
40471,hard to smile lately,Depression
40472,feeling empty inside,Depression
40473,want to stay in bed all day,Depression
40474,hard to smile lately,Depression
40475,tired even after sleep,Depression
40476,feeling low and withdrawn,Depression
40477,feeling low and withdrawn,Depression
40478,feeling low and withdrawn,Depression
40479,no motivation to get up,Depression
40480,everything feels heavy,Depression
40481,don't enjoy things anymore,Depression
40482,no appetite to eat,Depression
40483,don't enjoy things anymore,Depression
40484,feeling empty inside,Depression
40485,no appetite to eat,Depression
40486,hard to smile lately,Depression
40487,tired even after sleep,Depression
40488,feeling low and withdrawn,Depression
40489,feeling empty inside,Depression
40490,no appetite to eat,Depression
40491,no appetite to eat,Depression
40492,hard to smile lately,Depression
40493,no motivation to get up,Depression
40494,everything feels pointless,Depression
40495,feeling low and withdrawn,Depression
40496,no motivation to get up,Depression
40497,everything feels pointless,Depression
40498,hard to smile lately,Depression
40499,everything feels heavy,Depression
40500,hard to smile lately,Depression
40501,no appetite to eat,Depression
40502,no motivation to get up,Depression
40503,want to stay in bed all day,Depression
40504,feeling low and withdrawn,Depression
40505,tired even after sleep,Depression
40506,feeling empty inside,Depression
40507,don't enjoy things anymore,Depression
40508,everything feels heavy,Depression
40509,tired even after sleep,Depression
40510,don't enjoy things anymore,Depression
40511,tired even after sleep,Depression
40512,no motivation to get up,Depression
40513,no motivation to get up,Depression
40514,hard to smile lately,Depression
40515,don't enjoy things anymore,Depression
40516,feeling empty inside,Depression
40517,tired even after sleep,Depression
40518,want to stay in bed all day,Depression
40519,tired even after sleep,Depression
40520,want to stay in bed all day,Depression
40521,feeling low and withdrawn,Depression
40522,feeling low and withdrawn,Depression
40523,no appetite to eat,Depression
40524,don't enjoy things anymore,Depression
40525,don't enjoy things anymore,Depression
40526,no appetite to eat,Depression
40527,everything feels heavy,Depression
40528,feeling low and withdrawn,Depression
40529,feeling low and withdrawn,Depression
40530,hard to smile lately,Depression
40531,feeling empty inside,Depression
40532,everything feels heavy,Depression
40533,want to stay in bed all day,Depression
40534,don't enjoy things anymore,Depression
40535,feeling low and withdrawn,Depression
40536,feeling low and withdrawn,Depression
40537,no motivation to get up,Depression
40538,no motivation to get up,Depression
40539,want to stay in bed all day,Depression
40540,everything feels pointless,Depression
40541,everything feels pointless,Depression
40542,everything feels heavy,Depression
40543,feeling empty inside,Depression
40544,want to stay in bed all day,Depression
40545,feeling empty inside,Depression
40546,feeling low and withdrawn,Depression
40547,everything feels heavy,Depression
40548,feeling low and withdrawn,Depression
40549,want to stay in bed all day,Depression
40550,everything feels heavy,Depression
40551,feeling empty inside,Depression
40552,everything feels heavy,Depression
40553,don't enjoy things anymore,Depression
40554,no appetite to eat,Depression
40555,everything feels heavy,Depression
40556,no motivation to get up,Depression
40557,everything feels pointless,Depression
40558,everything feels pointless,Depression
40559,everything feels pointless,Depression
40560,hard to smile lately,Depression
40561,no motivation to get up,Depression
40562,tired even after sleep,Depression
40563,tired even after sleep,Depression
40564,don't enjoy things anymore,Depression
40565,tired even after sleep,Depression
40566,everything feels pointless,Depression
40567,tired even after sleep,Depression
40568,feeling low and withdrawn,Depression
40569,everything feels heavy,Depression
40570,feeling low and withdrawn,Depression
40571,feeling low and withdrawn,Depression
40572,hard to smile lately,Depression
40573,don't enjoy things anymore,Depression
40574,everything feels heavy,Depression
40575,hard to smile lately,Depression
40576,don't enjoy things anymore,Depression
40577,want to stay in bed all day,Depression
40578,no motivation to get up,Depression
40579,hard to smile lately,Depression
40580,want to stay in bed all day,Depression
40581,tired even after sleep,Depression
40582,feeling low and withdrawn,Depression
40583,feeling low and withdrawn,Depression
40584,feeling empty inside,Depression
40585,want to stay in bed all day,Depression
40586,feeling low and withdrawn,Depression
40587,no appetite to eat,Depression
40588,no appetite to eat,Depression
40589,feeling empty inside,Depression
40590,feeling low and withdrawn,Depression
40591,everything feels pointless,Depression
40592,everything feels pointless,Depression
40593,want to stay in bed all day,Depression
40594,everything feels heavy,Depression
40595,no appetite to eat,Depression
40596,want to stay in bed all day,Depression
40597,don't enjoy things anymore,Depression
40598,no motivation to get up,Depression
40599,no motivation to get up,Depression
40600,hard to smile lately,Depression
40601,feeling empty inside,Depression
40602,everything feels heavy,Depression
40603,want to stay in bed all day,Depression
40604,hard to smile lately,Depression
40605,don't enjoy things anymore,Depression
40606,everything feels pointless,Depression
40607,don't enjoy things anymore,Depression
40608,don't enjoy things anymore,Depression
40609,want to stay in bed all day,Depression
40610,everything feels pointless,Depression
40611,no motivation to get up,Depression
40612,everything feels heavy,Depression
40613,feeling empty inside,Depression
40614,everything feels heavy,Depression
40615,everything feels heavy,Depression
40616,no motivation to get up,Depression
40617,everything feels heavy,Depression
40618,no motivation to get up,Depression
40619,don't enjoy things anymore,Depression
40620,no motivation to get up,Depression
40621,hard to smile lately,Depression
40622,want to stay in bed all day,Depression
40623,tired even after sleep,Depression
40624,want to stay in bed all day,Depression
40625,no appetite to eat,Depression
40626,no appetite to eat,Depression
40627,want to stay in bed all day,Depression
40628,everything feels heavy,Depression
40629,everything feels pointless,Depression
40630,everything feels pointless,Depression
40631,feeling empty inside,Depression
40632,everything feels heavy,Depression
40633,everything feels pointless,Depression
40634,hard to smile lately,Depression
40635,no appetite to eat,Depression
40636,want to stay in bed all day,Depression
40637,everything feels heavy,Depression
40638,hard to smile lately,Depression
40639,want to stay in bed all day,Depression
40640,feeling low and withdrawn,Depression
40641,hard to smile lately,Depression
40642,feeling empty inside,Depression
40643,everything feels heavy,Depression
40644,tired even after sleep,Depression
40645,want to stay in bed all day,Depression
40646,want to stay in bed all day,Depression
40647,feeling low and withdrawn,Depression
40648,everything feels pointless,Depression
40649,everything feels heavy,Depression
40650,feeling low and withdrawn,Depression
40651,no motivation to get up,Depression
40652,feeling empty inside,Depression
40653,feeling low and withdrawn,Depression
40654,no motivation to get up,Depression
40655,hard to smile lately,Depression
40656,don't enjoy things anymore,Depression
40657,everything feels heavy,Depression
40658,everything feels heavy,Depression
40659,feeling low and withdrawn,Depression
40660,feeling low and withdrawn,Depression
40661,feeling empty inside,Depression
40662,tired even after sleep,Depression
40663,feeling low and withdrawn,Depression
40664,don't enjoy things anymore,Depression
40665,everything feels pointless,Depression
40666,no motivation to get up,Depression
40667,tired even after sleep,Depression
40668,don't enjoy things anymore,Depression
40669,everything feels pointless,Depression
40670,tired even after sleep,Depression
40671,no motivation to get up,Depression
40672,everything feels heavy,Depression
40673,want to stay in bed all day,Depression
40674,no motivation to get up,Depression
40675,feeling low and withdrawn,Depression
40676,everything feels pointless,Depression
40677,don't enjoy things anymore,Depression
40678,no motivation to get up,Depression
40679,feeling empty inside,Depression
40680,feeling empty inside,Depression
40681,everything feels heavy,Depression
40682,want to stay in bed all day,Depression
40683,feeling empty inside,Depression
40684,want to stay in bed all day,Depression
40685,feeling empty inside,Depression
40686,tired even after sleep,Depression
40687,everything feels heavy,Depression
40688,everything feels heavy,Depression
40689,feeling low and withdrawn,Depression
40690,feeling empty inside,Depression
40691,don't enjoy things anymore,Depression
40692,everything feels pointless,Depression
40693,hard to smile lately,Depression
40694,don't enjoy things anymore,Depression
40695,everything feels heavy,Depression
40696,don't enjoy things anymore,Depression
40697,everything feels heavy,Depression
40698,feeling empty inside,Depression
40699,everything feels heavy,Depression
40700,no appetite to eat,Depression
40701,everything feels heavy,Depression
40702,everything feels heavy,Depression
40703,want to stay in bed all day,Depression
40704,don't enjoy things anymore,Depression
40705,feeling low and withdrawn,Depression
40706,feeling empty inside,Depression
40707,everything feels heavy,Depression
40708,hard to smile lately,Depression
40709,don't enjoy things anymore,Depression
40710,everything feels heavy,Depression
40711,no appetite to eat,Depression
40712,feeling low and withdrawn,Depression
40713,everything feels pointless,Depression
40714,no appetite to eat,Depression
40715,hard to smile lately,Depression
40716,everything feels pointless,Depression
40717,don't enjoy things anymore,Depression
40718,no appetite to eat,Depression
40719,don't enjoy things anymore,Depression
40720,tired even after sleep,Depression
40721,want to stay in bed all day,Depression
40722,everything feels pointless,Depression
40723,want to stay in bed all day,Depression
40724,no motivation to get up,Depression
40725,no appetite to eat,Depression
40726,tired even after sleep,Depression
40727,feeling low and withdrawn,Depression
40728,hard to smile lately,Depression
40729,no motivation to get up,Depression
40730,feeling empty inside,Depression
40731,everything feels pointless,Depression
40732,feeling low and withdrawn,Depression
40733,tired even after sleep,Depression
40734,no appetite to eat,Depression
40735,everything feels heavy,Depression
40736,tired even after sleep,Depression
40737,everything feels heavy,Depression
40738,don't enjoy things anymore,Depression
40739,everything feels pointless,Depression
40740,don't enjoy things anymore,Depression
40741,tired even after sleep,Depression
40742,hard to smile lately,Depression
40743,feeling low and withdrawn,Depression
40744,don't enjoy things anymore,Depression
40745,feeling low and withdrawn,Depression
40746,tired even after sleep,Depression
40747,hard to smile lately,Depression
40748,everything feels pointless,Depression
40749,no appetite to eat,Depression
40750,don't enjoy things anymore,Depression
40751,don't enjoy things anymore,Depression
40752,don't enjoy things anymore,Depression
40753,want to stay in bed all day,Depression
40754,everything feels heavy,Depression
40755,everything feels pointless,Depression
40756,feeling empty inside,Depression
40757,everything feels pointless,Depression
40758,no appetite to eat,Depression
40759,don't enjoy things anymore,Depression
40760,everything feels pointless,Depression
40761,tired even after sleep,Depression
40762,no motivation to get up,Depression
40763,don't enjoy things anymore,Depression
40764,tired even after sleep,Depression
40765,no appetite to eat,Depression
40766,feeling empty inside,Depression
40767,hard to smile lately,Depression
40768,no appetite to eat,Depression
40769,no motivation to get up,Depression
40770,tired even after sleep,Depression
40771,hard to smile lately,Depression
40772,want to stay in bed all day,Depression
40773,don't enjoy things anymore,Depression
40774,everything feels heavy,Depression
40775,feeling empty inside,Depression
40776,feeling empty inside,Depression
40777,want to stay in bed all day,Depression
40778,everything feels heavy,Depression
40779,don't enjoy things anymore,Depression
40780,no motivation to get up,Depression
40781,hard to smile lately,Depression
40782,want to stay in bed all day,Depression
40783,no appetite to eat,Depression
40784,don't enjoy things anymore,Depression
40785,feeling low and withdrawn,Depression
40786,want to stay in bed all day,Depression
40787,tired even after sleep,Depression
40788,no appetite to eat,Depression
40789,no motivation to get up,Depression
40790,feeling empty inside,Depression
40791,feeling empty inside,Depression
40792,hard to smile lately,Depression
40793,everything feels pointless,Depression
40794,no appetite to eat,Depression
40795,don't enjoy things anymore,Depression
40796,feeling empty inside,Depression
40797,feeling empty inside,Depression
40798,want to stay in bed all day,Depression
40799,no motivation to get up,Depression
40800,don't enjoy things anymore,Depression
40801,feeling empty inside,Depression
40802,everything feels pointless,Depression
40803,no motivation to get up,Depression
40804,no motivation to get up,Depression
40805,tired even after sleep,Depression
40806,everything feels pointless,Depression
40807,no appetite to eat,Depression
40808,feeling low and withdrawn,Depression
40809,want to stay in bed all day,Depression
40810,no motivation to get up,Depression
40811,everything feels pointless,Depression
40812,tired even after sleep,Depression
40813,no appetite to eat,Depression
40814,everything feels pointless,Depression
40815,don't enjoy things anymore,Depression
40816,no motivation to get up,Depression
40817,everything feels heavy,Depression
40818,feeling low and withdrawn,Depression
40819,feeling low and withdrawn,Depression
40820,everything feels pointless,Depression
40821,everything feels pointless,Depression
40822,don't enjoy things anymore,Depression
40823,hard to smile lately,Depression
40824,no motivation to get up,Depression
40825,no appetite to eat,Depression
40826,no motivation to get up,Depression
40827,everything feels pointless,Depression
40828,don't enjoy things anymore,Depression
40829,feeling empty inside,Depression
40830,feeling empty inside,Depression
40831,feeling empty inside,Depression
40832,everything feels pointless,Depression
40833,no appetite to eat,Depression
40834,tired even after sleep,Depression
40835,want to stay in bed all day,Depression
40836,hard to smile lately,Depression
40837,no appetite to eat,Depression
40838,feeling low and withdrawn,Depression
40839,no appetite to eat,Depression
40840,hard to smile lately,Depression
40841,no motivation to get up,Depression
40842,feeling empty inside,Depression
40843,everything feels heavy,Depression
40844,no motivation to get up,Depression
40845,hard to smile lately,Depression
40846,everything feels pointless,Depression
40847,everything feels pointless,Depression
40848,don't enjoy things anymore,Depression
40849,everything feels heavy,Depression
40850,everything feels heavy,Depression
40851,want to stay in bed all day,Depression
40852,no appetite to eat,Depression
40853,tired even after sleep,Depression
40854,everything feels pointless,Depression
40855,want to stay in bed all day,Depression
40856,tired even after sleep,Depression
40857,everything feels pointless,Depression
40858,hard to smile lately,Depression
40859,hard to smile lately,Depression
40860,everything feels pointless,Depression
40861,don't enjoy things anymore,Depression
40862,no motivation to get up,Depression
40863,feeling low and withdrawn,Depression
40864,everything feels heavy,Depression
40865,don't enjoy things anymore,Depression
40866,feeling empty inside,Depression
40867,feeling low and withdrawn,Depression
40868,hard to smile lately,Depression
40869,everything feels pointless,Depression
40870,no appetite to eat,Depression
40871,everything feels pointless,Depression
40872,feeling low and withdrawn,Depression
40873,everything feels heavy,Depression
40874,want to stay in bed all day,Depression
40875,don't enjoy things anymore,Depression
40876,no motivation to get up,Depression
40877,want to stay in bed all day,Depression
40878,everything feels pointless,Depression
40879,hard to smile lately,Depression
40880,tired even after sleep,Depression
40881,hard to smile lately,Depression
40882,don't enjoy things anymore,Depression
40883,hard to smile lately,Depression
40884,don't enjoy things anymore,Depression
40885,feeling low and withdrawn,Depression
40886,don't enjoy things anymore,Depression
40887,everything feels pointless,Depression
40888,everything feels heavy,Depression
40889,no appetite to eat,Depression
40890,want to stay in bed all day,Depression
40891,don't enjoy things anymore,Depression
40892,don't enjoy things anymore,Depression
40893,no appetite to eat,Depression
40894,don't enjoy things anymore,Depression
40895,want to stay in bed all day,Depression
40896,no appetite to eat,Depression
40897,everything feels heavy,Depression
40898,hard to smile lately,Depression
40899,everything feels pointless,Depression
40900,don't enjoy things anymore,Depression
40901,no appetite to eat,Depression
40902,feeling low and withdrawn,Depression
40903,want to stay in bed all day,Depression
40904,everything feels pointless,Depression
40905,feeling empty inside,Depression
40906,don't enjoy things anymore,Depression
40907,hard to smile lately,Depression
40908,want to stay in bed all day,Depression
40909,no motivation to get up,Depression
40910,feeling empty inside,Depression
40911,no motivation to get up,Depression
40912,feeling empty inside,Depression
40913,feeling empty inside,Depression
40914,everything feels pointless,Depression
40915,no motivation to get up,Depression
40916,everything feels heavy,Depression
40917,no appetite to eat,Depression
40918,want to stay in bed all day,Depression
40919,tired even after sleep,Depression
40920,everything feels pointless,Depression
40921,feeling empty inside,Depression
40922,feeling empty inside,Depression
40923,no motivation to get up,Depression
40924,everything feels pointless,Depression
40925,no appetite to eat,Depression
40926,feeling low and withdrawn,Depression
40927,everything feels pointless,Depression
40928,feeling empty inside,Depression
40929,don't enjoy things anymore,Depression
40930,no motivation to get up,Depression
40931,everything feels pointless,Depression
40932,no appetite to eat,Depression
40933,hard to smile lately,Depression
40934,hard to smile lately,Depression
40935,hard to smile lately,Depression
40936,everything feels pointless,Depression
40937,feeling empty inside,Depression
40938,want to stay in bed all day,Depression
